SaleID,price
200000,1275.32470703125
200001,2005.8422546386719
200002,8812.570922851562
200003,1267.861343383789
200004,1984.8995666503906
200005,1109.0072174072266
200006,438.37315368652344
200007,3790.1819458007812
200008,13462.388916015625
200009,597.4035568237305
200010,642.7711944580078
200011,2850.87841796875
200012,5694.334411621094
200013,6985.0218505859375
200014,1037.706069946289
200015,248.88926696777344
200016,1749.2507629394531
200017,8291.594604492188
200018,6781.8643798828125
200019,1304.0423736572266
200020,24954.76904296875
200021,7542.43408203125
200022,2096.7677307128906
200023,1549.5909729003906
200024,856.8671722412109
200025,8201.046508789062
200026,632.9932556152344
200027,12250.930297851562
200028,3968.4473876953125
200029,8012.03173828125
200030,17029.614013671875
200031,12993.12451171875
200032,603.9201507568359
200033,14860.694091796875
200034,820.1023178100586
200035,2033.8573608398438
200036,13985.2529296875
200037,5911.382080078125
200038,1580.9872741699219
200039,351.9379577636719
200040,604.0402755737305
200041,28384.984375
200042,453.1885681152344
200043,7192.8741455078125
200044,18557.28564453125
200045,502.98382568359375
200046,15591.46337890625
200047,17762.07861328125
200048,2427.4888916015625
200049,3070.4232788085938
200050,472.8473892211914
200051,4419.576416015625
200052,3137.6358032226562
200053,501.2901306152344
200054,12139.065551757812
200055,10526.975463867188
200056,5068.395446777344
200057,3304.5204467773438
200058,930.0916290283203
200059,5184.378662109375
200060,8690.05517578125
200061,1096.2337493896484
200062,5615.914733886719
200063,8212.302734375
200064,1296.229232788086
200065,1701.4551086425781
200066,494.18216705322266
200067,9876.00927734375
200068,197.46387100219727
200069,16709.216796875
200070,9448.561401367188
200071,318.50323486328125
200072,6843.5352783203125
200073,20989.010009765625
200074,4609.5855712890625
200075,13916.669677734375
200076,3011.95166015625
200077,299.5994758605957
200078,354.8953514099121
200079,2847.186737060547
200080,3010.960479736328
200081,2093.760284423828
200082,4586.5511474609375
200083,397.70787811279297
200084,1211.1871948242188
200085,1580.7386627197266
200086,7044.2327880859375
200087,3374.9597778320312
200088,2598.981903076172
200089,41441.3232421875
200090,2517.9931640625
200091,199.49677276611328
200092,1453.6246032714844
200093,16174.554443359375
200094,6489.289306640625
200095,5986.9505615234375
200096,2638.3687438964844
200097,1190.0061950683594
200098,446.3977584838867
200099,23717.231689453125
200100,21421.9697265625
200101,7221.11279296875
200102,1803.7166442871094
200103,10982.90966796875
200104,5566.153503417969
200105,4469.929260253906
200106,7947.064697265625
200107,2305.3181762695312
200108,14141.37890625
200109,7793.1304931640625
200110,636.2799835205078
200111,1981.0072021484375
200112,1800.98193359375
200113,667.6306533813477
200114,2199.8226013183594
200115,1205.5165252685547
200116,13909.245361328125
200117,16855.664306640625
200118,68176.5771484375
200119,200.92999649047852
200120,2937.55810546875
200121,2526.771484375
200122,688.013313293457
200123,2524.935333251953
200124,57778.5771484375
200125,637.563720703125
200126,2959.311279296875
200127,16776.111083984375
200128,1644.0579833984375
200129,5890.5797119140625
200130,3876.5010375976562
200131,2622.673126220703
200132,1387.4641418457031
200133,3454.1569213867188
200134,1408.0177459716797
200135,2825.069305419922
200136,3992.0419921875
200137,761.5876770019531
200138,9822.029296875
200139,6408.2779541015625
200140,2781.8069763183594
200141,1492.9382629394531
200142,6371.539794921875
200143,8941.84619140625
200144,1388.484375
200145,6429.7410888671875
200146,2670.494598388672
200147,4488.099670410156
200148,2831.1347045898438
200149,200.14163208007812
200150,11005.15771484375
200151,4948.234069824219
200152,629.2929840087891
200153,498.98316192626953
200154,7009.281677246094
200155,2201.234130859375
200156,16227.19775390625
200157,8106.0177001953125
200158,9964.505004882812
200159,829.9695167541504
200160,6703.9473876953125
200161,7630.8841552734375
200162,6707.9619140625
200163,1309.8482818603516
200164,16495.112060546875
200165,14041.955078125
200166,23484.187255859375
200167,3914.02490234375
200168,33601.9951171875
200169,695.2104415893555
200170,2734.2898559570312
200171,8811.970947265625
200172,1913.3119506835938
200173,36385.97216796875
200174,308.2133388519287
200175,2501.9496459960938
200176,8478.057739257812
200177,5952.810974121094
200178,5331.1588134765625
200179,3407.2283935546875
200180,898.8219146728516
200181,20984.562255859375
200182,4487.772155761719
200183,1445.7405395507812
200184,2400.240020751953
200185,3847.4530639648438
200186,3475.6138916015625
200187,4711.364807128906
200188,10547.630615234375
200189,11501.608764648438
200190,3180.5018615722656
200191,2898.2955627441406
200192,1078.4405670166016
200193,4617.8033447265625
200194,7234.5965576171875
200195,2274.591033935547
200196,588.6796493530273
200197,21614.75439453125
200198,1183.401596069336
200199,4542.889404296875
200200,448.1847381591797
200201,7496.7027587890625
200202,2047.8640441894531
200203,1579.5601196289062
200204,8169.80224609375
200205,5203.209655761719
200206,767.4498519897461
200207,6597.8389892578125
200208,5949.337585449219
200209,1854.0174865722656
200210,13963.901123046875
200211,5629.2769775390625
200212,7451.38037109375
200213,9357.242065429688
200214,19399.393310546875
200215,7206.178955078125
200216,3334.8247680664062
200217,1289.6136016845703
200218,9983.738037109375
200219,1280.170181274414
200220,2780.358856201172
200221,8266.706298828125
200222,2205.8275451660156
200223,619.0666351318359
200224,11898.776123046875
200225,3220.2586059570312
200226,1179.488021850586
200227,8972.907470703125
200228,216.58464431762695
200229,7344.7332763671875
200230,10531.424438476562
200231,5076.393249511719
200232,920.3606414794922
200233,8068.971923828125
200234,394.3745880126953
200235,8566.6162109375
200236,12455.683349609375
200237,4846.102966308594
200238,6604.9835205078125
200239,8272.215698242188
200240,24730.151611328125
200241,10606.274047851562
200242,3967.9658203125
200243,2953.528076171875
200244,6653.1845703125
200245,3940.689453125
200246,3725.357421875
200247,1469.332290649414
200248,287.8492622375488
200249,10150.64990234375
200250,29256.64697265625
200251,10300.508422851562
200252,728.1836242675781
200253,12480.802001953125
200254,10987.081909179688
200255,6757.7442626953125
200256,2892.0577087402344
200257,10791.652465820312
200258,3964.7796020507812
200259,7977.1033935546875
200260,1449.2822723388672
200261,3920.2588500976562
200262,2789.701416015625
200263,9144.705810546875
200264,7062.6220703125
200265,6063.438049316406
200266,1377.957748413086
200267,14868.333740234375
200268,6819.79736328125
200269,3902.3362426757812
200270,9128.436157226562
200271,2896.42578125
200272,2602.4869689941406
200273,17816.63720703125
200274,504.0570526123047
200275,13821.201416015625
200276,2272.85107421875
200277,2775.390655517578
200278,1721.9590759277344
200279,6857.132568359375
200280,3218.5489196777344
200281,810.9431457519531
200282,12906.90185546875
200283,6748.4547119140625
200284,402.7852096557617
200285,5157.009765625
200286,4002.4765014648438
200287,11904.38720703125
200288,11984.733642578125
200289,3187.7775268554688
200290,7425.051025390625
200291,7387.123779296875
200292,2027.4277648925781
200293,8688.388061523438
200294,6189.3009033203125
200295,1760.4850616455078
200296,2974.598663330078
200297,7185.899169921875
200298,1406.4019470214844
200299,4746.862365722656
200300,6020.7666015625
200301,5001.1602783203125
200302,1488.5088348388672
200303,5924.126647949219
200304,2249.4819946289062
200305,4179.9100341796875
200306,1612.4360961914062
200307,15494.471435546875
200308,1483.2274169921875
200309,1021.8107299804688
200310,1103.7995910644531
200311,1217.6992645263672
200312,11526.82080078125
200313,1701.9678344726562
200314,4698.8411865234375
200315,794.767333984375
200316,39820.85400390625
200317,2739.6588439941406
200318,397.1914939880371
200319,10361.668579101562
200320,3288.373779296875
200321,31873.515625
200322,15012.04638671875
200323,1354.4169311523438
200324,24578.200927734375
200325,5831.211608886719
200326,2367.9524536132812
200327,26270.74072265625
200328,466.85551834106445
200329,7732.213623046875
200330,1914.4828186035156
200331,1501.1423797607422
200332,12995.09716796875
200333,1205.532974243164
200334,546.169189453125
200335,1418.8216857910156
200336,1398.8148040771484
200337,1011.8494567871094
200338,2005.2839965820312
200339,14064.94921875
200340,27986.9052734375
200341,3508.3032836914062
200342,6305.0841064453125
200343,1577.7198486328125
200344,5801.364685058594
200345,6522.5802001953125
200346,1203.9173736572266
200347,10877.9541015625
200348,9519.175415039062
200349,724.8027420043945
200350,10142.042114257812
200351,2051.441436767578
200352,752.2919235229492
200353,1982.8340148925781
200354,3829.7272338867188
200355,610.1612854003906
200356,5771.250183105469
200357,2727.745391845703
200358,2986.57763671875
200359,8892.8828125
200360,16633.2314453125
200361,1800.1869506835938
200362,2011.8200988769531
200363,1131.3823852539062
200364,7799.419677734375
200365,11128.440063476562
200366,1032.9830169677734
200367,5918.413757324219
200368,6381.089782714844
200369,5607.4163818359375
200370,1001.6345825195312
200371,10334.275146484375
200372,880.1797180175781
200373,1194.4849243164062
200374,922.4799194335938
200375,1287.4036712646484
200376,2639.95166015625
200377,1802.4778442382812
200378,1117.0799560546875
200379,1977.9669494628906
200380,793.4824981689453
200381,3921.9243774414062
200382,29592.91943359375
200383,2642.01123046875
200384,2830.950225830078
200385,747.433723449707
200386,1103.4554901123047
200387,3696.6240844726562
200388,7211.173095703125
200389,7853.6378173828125
200390,374.0291633605957
200391,3526.7514038085938
200392,1003.0760498046875
200393,2953.304656982422
200394,3481.235321044922
200395,162.6589527130127
200396,2252.3043212890625
200397,993.3667602539062
200398,2266.9913330078125
200399,839.8029479980469
200400,2100.5704650878906
200401,4587.2432861328125
200402,1376.9025573730469
200403,3858.1170654296875
200404,657.3523788452148
200405,690.1656723022461
200406,2292.0397033691406
200407,1501.5843200683594
200408,6592.29248046875
200409,10641.125244140625
200410,7180.0162353515625
200411,1492.3403930664062
200412,20300.045166015625
200413,11042.238037109375
200414,4530.569396972656
200415,9372.916748046875
200416,7947.119384765625
200417,1610.3013153076172
200418,1112.0723724365234
200419,19440.548095703125
200420,19593.861572265625
200421,1218.5074157714844
200422,1555.9278564453125
200423,949.0124359130859
200424,49437.02392578125
200425,8937.415771484375
200426,3839.6608276367188
200427,18992.09130859375
200428,1196.9523468017578
200429,4534.780212402344
200430,5129.3643798828125
200431,2760.4815368652344
200432,3885.9194946289062
200433,16246.66796875
200434,653.3198394775391
200435,5204.933654785156
200436,9836.276977539062
200437,766.3176879882812
200438,200.1904525756836
200439,953.1533050537109
200440,1710.4981689453125
200441,1142.3891906738281
200442,1263.7206268310547
200443,4957.515625
200444,1211.9605102539062
200445,2957.994598388672
200446,3512.5538940429688
200447,8222.048461914062
200448,12437.4111328125
200449,1200.8028411865234
200450,2423.213104248047
200451,1004.4032135009766
200452,3251.5714111328125
200453,3212.3757934570312
200454,821.1531143188477
200455,8487.267822265625
200456,1201.470703125
200457,1332.499038696289
200458,751.8115234375
200459,3812.3499755859375
200460,3016.5375366210938
200461,3454.5775756835938
200462,5471.1715087890625
200463,8475.25732421875
200464,1419.958984375
200465,10533.131469726562
200466,2311.5137939453125
200467,2681.6163940429688
200468,1934.1193542480469
200469,197.49005126953125
200470,9271.776733398438
200471,400.0055236816406
200472,9963.452392578125
200473,45887.5712890625
200474,1719.6708984375
200475,4003.033935546875
200476,13567.888427734375
200477,4992.3834228515625
200478,5093.691101074219
200479,1105.1752471923828
200480,6120.931945800781
200481,1687.7879028320312
200482,1485.9099884033203
200483,2671.7932739257812
200484,2369.3023681640625
200485,5067.006286621094
200486,5329.797546386719
